activity_type,date,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,avg_stride_length,climb_time,temperature,number_of_laps,number_of_runs,month,year,week,weekday,quarter,time_exercise,date_exercise,day_of_week,time_day,week_or_end,cal_per_km,temp_buckets
Cycling,2019-06-27 20:25:56,Washington Cycling,1.17,46.0,00:05:03.5,107,126,0.4,,,8.7,18.9,0.0,5:03.5,28.000000000000004,1,1.0,6,2019,26,3,2,20:25:56,2019-06-27,Thursday,night,week_day,39.32,Hot (>23C)
Cycling,2019-06-27 18:55:37,Washington Cycling,0.16,52.0,00:05:29.5,109,139,0.6,,,1.1,13.3,0.0,5:29.5,26.999999999999996,1,1.0,6,2019,26,3,2,18:55:37,2019-06-27,Thursday,night,week_day,325.0,Hot (>23C)
Cycling,2019-06-27 13:20:17,Washington Cycling,1.05,44.0,00:06:06.4,97,124,0.3,,,6.4,12.4,0.0,6:06.4,29.0,1,1.0,6,2019,26,3,2,13:20:17,2019-06-27,Thursday,afternoon,week_day,41.9,Hot (>23C)
Cycling,2019-06-27 12:54:09,Washington Cycling,0.27,30.0,00:04:09.8,97,125,0.2,,,2.4,13.6,0.0,4:09.8,26.999999999999996,1,1.0,6,2019,26,3,2,12:54:09,2019-06-27,Thursday,afternoon,week_day,111.11,Hot (>23C)
Cycling,2019-06-26 21:41:06,Washington Cycling,0.98,47.0,00:05:35.1,104,123,0.3,,,6.6,20.0,0.0,5:35.1,26.999999999999996,1,1.0,6,2019,26,2,2,21:41:06,2019-06-26,Wednesday,night,week_day,47.96,Hot (>23C)
Cycling,2019-06-26 15:34:12,Washington Cycling,1.08,63.0,00:07:00.9,108,134,0.5,,,5.7,12.5,0.0,7:00.9,26.999999999999996,1,1.0,6,2019,26,2,2,15:34:12,2019-06-26,Wednesday,afternoon,week_day,58.33,Hot (>23C)
Cycling,2019-06-25 12:16:04,Washington Cycling,1.37,73.0,00:09:21.5,103,131,0.4,,,5.4,15.4,0.0,9:21.5,29.0,1,1.0,6,2019,26,1,2,12:16:04,2019-06-25,Tuesday,afternoon,week_day,53.28,Hot (>23C)
Cycling,2019-06-24 11:02:27,Washington Cycling,2.51,104.0,00:14:01,101,122,0.6,,,6.7,14.3,0.0,14:01,31.999999999999996,1,1.0,6,2019,26,0,2,11:02:27,2019-06-24,Monday,morning,week_day,41.43,Hot (>23C)
Cycling,2019-06-24 08:02:52,Washington Cycling,2.96,106.0,00:10:49,113,129,1.0,,,10.2,21.0,0.0,10:49,26.999999999999996,1,1.0,6,2019,26,0,2,08:02:52,2019-06-24,Monday,morning,week_day,35.81,Hot (>23C)
Cycling,2019-06-23 22:39:04,Washington Cycling,3.49,59.0,00:14:22,80,99,0.1,,,9.1,15.9,0.0,14:22,26.999999999999996,1,1.0,6,2019,25,6,2,22:39:04,2019-06-23,Sunday,night,weekend,16.91,Hot (>23C)
Cycling,2019-06-23 15:59:33,Washington Cycling,2.86,75.0,00:11:18,96,129,0.4,,,9.4,21.4,0.0,11:18,26.999999999999996,1,1.0,6,2019,25,6,2,15:59:33,2019-06-23,Sunday,afternoon,weekend,26.22,Hot (>23C)
Cycling,2019-06-23 03:10:17,Washington Cycling,1.34,116.0,00:13:43,108,136,0.7,,,3.6,22.8,0.0,13:43,23.000000000000004,1,1.0,6,2019,25,6,2,03:10:17,2019-06-23,Sunday,night,weekend,86.57,Hot (>23C)
Cycling,2019-06-22 15:56:53,Washington Cycling,2.7,74.0,00:09:22.0,103,139,0.6,,,10.8,21.4,0.0,9:22.0,26.999999999999996,1,1.0,6,2019,25,5,2,15:56:53,2019-06-22,Saturday,afternoon,weekend,27.41,Hot (>23C)
Cycling,2019-06-21 22:24:42,Washington Cycling,2.22,128.0,00:17:19,102,141,0.8,,,4.8,13.5,0.0,17:19,25.999999999999996,1,1.0,6,2019,25,4,2,22:24:42,2019-06-21,Friday,night,week_day,57.66,Hot (>23C)
Cycling,2019-06-21 13:51:07,Washington Cycling,3.23,63.0,00:10:35,92,123,0.3,,,11.4,19.3,0.0,10:35,26.999999999999996,1,1.0,6,2019,25,4,2,13:51:07,2019-06-21,Friday,afternoon,week_day,19.5,Hot (>23C)
Cycling,2019-01-08 08:44:55,Washington Cycling,1.67,94.0,00:10:43,108,127,0.5,,,5.8,16.6,0.0,10:43,24.0,1,1.0,1,2019,2,1,1,08:44:55,2019-01-08,Tuesday,morning,week_day,56.29,Hot (>23C)
Treadmill Running,2019-01-07 21:08:56,Treadmill Running,3.22,242.0,00:15:22,149,160,2.8,167.0,179.0,7:41,4:46,1.24,15:22,25.0,2,2.0,1,2019,2,0,1,21:08:56,2019-01-07,Monday,night,week_day,75.16,Hot (>23C)
Cycling,2019-01-07 09:02:16,Washington Cycling,0.97,54.0,00:06:20.5,105,121,0.3,,,5.7,16.5,0.0,6:20.5,21.999999999999996,1,1.0,1,2019,2,0,1,09:02:16,2019-01-07,Monday,morning,week_day,55.67,Normal (14-23C)
Indoor Cycling,2019-01-05 20:41:30,Indoor Cycling,0.0,207.0,00:24:53,108,149,0.7,,,,,0.0,24:53,25.999999999999996,1,1.0,1,2019,1,5,1,20:41:30,2019-01-05,Saturday,night,weekend,0.0,Hot (>23C)
Elliptical,2019-01-05 20:02:42,Elliptical,0.0,487.0,00:35:27,136,175,3.0,120.0,244.0,,,0.0,35:27,24.0,1,1.0,1,2019,1,5,1,20:02:42,2019-01-05,Saturday,night,weekend,0.0,Hot (>23C)
Cycling,2019-01-04 19:44:02,Washington Cycling,1.58,93.0,00:11:45,104,130,0.4,,,5.0,14.2,0.0,11:45,23.000000000000004,2,2.0,1,2019,1,4,1,19:44:02,2019-01-04,Friday,night,week_day,58.86,Hot (>23C)
Cycling,2019-01-03 19:36:06,Washington Cycling,2.4,147.0,00:12:55,122,143,1.3,,,6.9,13.0,0.0,12:55,20.999999999999996,1,1.0,1,2019,1,3,1,19:36:06,2019-01-03,Thursday,night,week_day,61.25,Normal (14-23C)
Cycling,2019-01-03 18:41:37,Washington Cycling,2.67,111.0,00:10:58,114,138,0.9,,,9.1,18.8,0.0,10:58,20.999999999999996,1,1.0,1,2019,1,3,1,18:41:37,2019-01-03,Thursday,night,week_day,41.57,Normal (14-23C)
Cycling,2019-01-03 08:28:29,Washington Cycling,1.67,78.0,00:08:21.1,110,130,0.5,,,7.5,18.7,0.0,8:21.1,20.999999999999996,1,1.0,1,2019,1,3,1,08:28:29,2019-01-03,Thursday,morning,week_day,46.71,Normal (14-23C)
Cycling,2019-01-02 08:18:10,Washington Cycling,1.53,54.0,00:06:15.7,106,125,0.3,,,9.1,18.1,0.0,6:15.7,24.0,1,1.0,1,2019,1,2,1,08:18:10,2019-01-02,Wednesday,morning,week_day,35.29,Hot (>23C)
Running,2019-01-01 12:17:52,Washington Running,4.51,368.0,00:24:34,145,161,3.0,165.0,181.0,8:46,7:10,1.11,24:34,20.0,3,3.0,1,2019,1,1,1,12:17:52,2019-01-01,Tuesday,afternoon,week_day,81.6,Normal (14-23C)
Treadmill Running,2018-12-30 16:29:15,Treadmill Running,3.22,228.0,00:15:18,142,154,2.5,171.0,179.0,7:40,4:43,1.23,15:18,24.0,2,2.0,12,2018,52,6,4,16:29:15,2018-12-30,Sunday,afternoon,weekend,70.81,Hot (>23C)
Treadmill Running,2018-12-28 17:01:38,Treadmill Running,3.23,234.0,00:15:05,147,163,2.7,174.0,181.0,7:31,4:40,1.23,15:05,23.000000000000004,3,3.0,12,2018,52,4,4,17:01:38,2018-12-28,Friday,afternoon,week_day,72.45,Hot (>23C)
Treadmill Running,2018-12-27 14:07:23,Treadmill Running,4.84,353.0,00:22:38,148,161,3.1,174.0,179.0,7:31,5:40,1.24,22:38,23.000000000000004,4,4.0,12,2018,52,3,4,14:07:23,2018-12-27,Thursday,afternoon,week_day,72.93,Hot (>23C)
Treadmill Running,2018-12-26 13:44:34,Treadmill Running,4.83,357.0,00:22:48,149,161,3.1,173.0,179.0,7:36,7:50,1.06,22:48,24.0,3,3.0,12,2018,52,2,4,13:44:34,2018-12-26,Wednesday,afternoon,week_day,73.91,Hot (>23C)
Running,2018-12-25 14:57:52,Shawnee Running,6.47,568.0,00:36:37,153,170,3.5,166.0,176.0,9:06,7:10,1.07,36:37,14.000000000000002,5,5.0,12,2018,52,1,4,14:57:52,2018-12-25,Tuesday,afternoon,week_day,87.79,Normal (14-23C)
Treadmill Running,2018-12-24 13:38:07,Treadmill Running,3.32,243.0,00:15:31,149,161,2.8,171.0,177.0,7:32,7:01,1.25,15:31,24.0,3,3.0,12,2018,52,0,4,13:38:07,2018-12-24,Monday,afternoon,week_day,73.19,Hot (>23C)
Treadmill Running,2018-12-22 22:13:31,Treadmill Running,3.23,239.0,00:15:29,147,168,2.9,167.0,173.0,7:42,5:36,1.25,15:29,24.0,3,3.0,12,2018,51,5,4,22:13:31,2018-12-22,Saturday,night,weekend,73.99,Hot (>23C)
Indoor Cycling,2018-12-21 23:51:59,Indoor Cycling,0.0,281.0,00:35:31,106,132,1.1,,,,,0.0,35:31,28.000000000000004,1,1.0,12,2018,51,4,4,23:51:59,2018-12-21,Friday,night,week_day,0.0,Hot (>23C)
Cycling,2018-12-21 09:28:01,Washington Cycling,1.59,62.0,00:05:58.1,115,129,0.6,,,9.9,16.5,0.0,5:58.1,26.999999999999996,1,1.0,12,2018,51,4,4,09:28:01,2018-12-21,Friday,morning,week_day,38.99,Hot (>23C)
Treadmill Running,2018-12-20 21:26:37,Treadmill Running,3.22,264.0,00:15:17,164,177,3.3,169.0,175.0,7:38,7:26,1.2,15:17,25.999999999999996,2,2.0,12,2018,51,3,4,21:26:37,2018-12-20,Thursday,night,week_day,81.99,Hot (>23C)
Treadmill Running,2018-12-19 21:28:23,Treadmill Running,3.15,253.0,00:15:21,157,164,3.1,169.0,177.0,7:51,5:34,1.22,15:21,25.999999999999996,2,2.0,12,2018,51,2,4,21:28:23,2018-12-19,Wednesday,night,week_day,80.32,Hot (>23C)
Cycling,2018-12-19 19:37:29,Washington Cycling,0.68,47.0,00:04:58.8,110,136,0.4,,,5.1,11.5,0.0,4:58.8,20.999999999999996,1,1.0,12,2018,51,2,4,19:37:29,2018-12-19,Wednesday,night,week_day,69.12,Normal (14-23C)
Cycling,2018-12-19 08:46:35,Washington Cycling,1.82,106.0,00:11:31,110,131,0.8,,,5.9,19.2,0.0,11:31,23.000000000000004,1,1.0,12,2018,51,2,4,08:46:35,2018-12-19,Wednesday,morning,week_day,58.24,Hot (>23C)
Cycling,2018-12-18 08:57:42,Washington Cycling,1.61,58.0,00:06:58.1,103,128,0.5,,,8.6,16.9,0.0,6:58.1,20.0,1,1.0,12,2018,51,1,4,08:57:42,2018-12-18,Tuesday,morning,week_day,36.02,Normal (14-23C)
Elliptical,2018-12-17 22:34:58,Elliptical,0.0,343.0,00:27:12,130,161,3.2,94.0,158.0,,,0.0,27:12,28.000000000000004,1,1.0,12,2018,51,0,4,22:34:58,2018-12-17,Monday,night,week_day,0.0,Hot (>23C)
Cycling,2018-12-17 08:48:47,Washington Cycling,1.0,80.0,00:10:17,102,127,0.5,,,3.6,19.7,0.0,10:17,24.0,1,1.0,12,2018,51,0,4,08:48:47,2018-12-17,Monday,morning,week_day,80.0,Hot (>23C)
Treadmill Running,2018-12-16 18:40:49,Treadmill Running,3.23,250.0,00:16:23,144,162,3.1,165.0,171.0,8:09,7:58,1.13,16:23,24.0,2,2.0,12,2018,50,6,4,18:40:49,2018-12-16,Sunday,night,weekend,77.4,Hot (>23C)
Treadmill Running,2018-12-15 22:48:27,Treadmill Running,3.3,258.0,00:17:37,140,153,3.0,164.0,175.0,8:35,7:18,1.25,17:37,25.0,3,3.0,12,2018,50,5,4,22:48:27,2018-12-15,Saturday,night,weekend,78.18,Hot (>23C)
Elliptical,2018-12-14 21:23:27,Elliptical,0.0,493.0,00:35:21,139,169,3.3,129.0,170.0,,,0.0,35:21,24.0,1,1.0,12,2018,50,4,4,21:23:27,2018-12-14,Friday,night,week_day,0.0,Hot (>23C)
Treadmill Running,2018-12-13 21:23:42,Treadmill Running,1.59,131.0,00:07:58.3,157,171,2.6,166.0,191.0,8:04,7:02,1.2,7:58.3,23.000000000000004,1,1.0,12,2018,50,3,4,21:23:42,2018-12-13,Thursday,night,week_day,82.39,Hot (>23C)
Treadmill Running,2018-12-13 20:29:44,Treadmill Running,1.71,143.0,00:10:01,138,155,2.3,144.0,179.0,9:27,7:12,1.11,10:01,25.0,2,2.0,12,2018,50,3,4,20:29:44,2018-12-13,Thursday,night,week_day,83.63,Hot (>23C)
Cycling,2018-12-13 18:52:39,Washington Cycling,1.27,77.0,00:10:04,101,126,0.5,,,4.7,15.0,0.0,10:04,24.0,1,1.0,12,2018,50,3,4,18:52:39,2018-12-13,Thursday,night,week_day,60.63,Hot (>23C)
Cycling,2018-12-13 08:42:57,Washington Cycling,0.71,45.0,00:05:59.3,101,122,0.3,,,4.4,14.8,0.0,5:59.3,21.999999999999996,1,1.0,12,2018,50,3,4,08:42:57,2018-12-13,Thursday,morning,week_day,63.38,Normal (14-23C)
Elliptical,2018-12-12 22:23:19,Elliptical,0.0,382.0,00:29:12,133,151,2.8,112.0,197.0,,,0.0,29:12,24.0,1,1.0,12,2018,50,2,4,22:23:19,2018-12-12,Wednesday,night,week_day,0.0,Hot (>23C)
Treadmill Running,2018-12-11 21:31:16,Treadmill Running,3.22,249.0,00:15:30,152,162,3.2,169.0,177.0,7:44,5:40,1.23,15:30,23.000000000000004,3,3.0,12,2018,50,1,4,21:31:16,2018-12-11,Tuesday,night,week_day,77.33,Hot (>23C)
Cycling,2018-12-11 09:00:49,Washington Cycling,0.89,86.0,00:09:38.0,108,129,0.8,,,3.4,18.3,0.0,9:38.0,17.0,1,1.0,12,2018,50,1,4,09:00:49,2018-12-11,Tuesday,morning,week_day,96.63,Normal (14-23C)
Elliptical,2018-12-10 21:25:40,Elliptical,0.0,470.0,00:36:18,132,180,3.3,111.0,236.0,,,0.0,36:18,24.0,1,1.0,12,2018,50,0,4,21:25:40,2018-12-10,Monday,night,week_day,0.0,Hot (>23C)
Cycling,2018-12-10 09:01:44,Washington Cycling,0.77,69.0,00:08:02.8,106,123,0.5,,,3.5,20.1,0.0,8:02.8,15.999999999999998,1,1.0,12,2018,50,0,4,09:01:44,2018-12-10,Monday,morning,week_day,89.61,Normal (14-23C)
Elliptical,2018-12-07 19:17:10,Elliptical,0.0,473.0,00:43:13,126,166,2.6,88.0,238.0,,,0.0,43:13,25.0,1,1.0,12,2018,49,4,4,19:17:10,2018-12-07,Friday,night,week_day,0.0,Hot (>23C)
Cycling,2018-12-07 08:50:17,Washington Cycling,0.95,63.0,00:05:31.1,120,133,0.9,,,6.4,17.1,0.0,5:31.1,23.000000000000004,1,1.0,12,2018,49,4,4,08:50:17,2018-12-07,Friday,morning,week_day,66.32,Hot (>23C)
Elliptical,2018-12-06 22:12:57,Elliptical,0.0,389.0,00:35:55,122,146,2.3,82.0,194.0,,,0.0,35:55,24.0,1,1.0,12,2018,49,3,4,22:12:57,2018-12-06,Thursday,night,week_day,0.0,Hot (>23C)
Cycling,2018-12-06 19:00:40,Washington Cycling,1.08,50.0,00:06:36.9,98,127,0.4,,,6.0,14.4,0.0,6:36.9,24.0,1,1.0,12,2018,49,3,4,19:00:40,2018-12-06,Thursday,night,week_day,46.3,Hot (>23C)
Cycling,2018-12-06 08:45:52,Washington Cycling,0.97,50.0,00:06:33.6,101,116,0.3,,,5.5,16.4,0.0,6:33.6,19.0,1,1.0,12,2018,49,3,4,08:45:52,2018-12-06,Thursday,morning,week_day,51.55,Normal (14-23C)
Cycling,2018-12-05 08:56:25,Washington Cycling,1.13,82.0,00:08:18.7,113,127,0.8,,,5.1,18.2,0.0,8:18.7,23.000000000000004,1,1.0,12,2018,49,2,4,08:56:25,2018-12-05,Wednesday,morning,week_day,72.57,Hot (>23C)
Cycling,2018-12-03 18:23:26,Washington Cycling,1.85,69.0,00:08:30.4,104,126,0.5,,,8.1,17.4,0.0,8:30.4,20.0,1,1.0,12,2018,49,0,4,18:23:26,2018-12-03,Monday,night,week_day,37.3,Normal (14-23C)
Cycling,2018-12-02 20:23:47,Washington Cycling,1.43,77.0,00:12:29,94,109,0.3,,,4.3,15.9,0.0,12:29,20.999999999999996,2,2.0,12,2018,48,6,4,20:23:47,2018-12-02,Sunday,night,weekend,53.85,Normal (14-23C)
Running,2018-12-02 13:18:46,Washington Running,4.75,394.0,00:24:32,153,167,3.5,167.0,187.0,8:19,6:49,1.16,24:32,23.000000000000004,3,3.0,12,2018,48,6,4,13:18:46,2018-12-02,Sunday,afternoon,weekend,82.95,Hot (>23C)
Cycling,2018-09-30 18:14:24,Washington Cycling,3.01,116.0,00:21:17,90,118,0.3,,,5.3,10.2,0.0,21:17,25.999999999999996,1,1.0,9,2018,39,6,3,18:14:24,2018-09-30,Sunday,night,weekend,38.54,Hot (>23C)
Cycling,2018-09-29 09:58:48,Washington Cycling,0.71,28.0,00:03:51.8,99,112,0.1,,,6.8,17.9,0.0,3:51.8,25.999999999999996,1,1.0,9,2018,39,5,3,09:58:48,2018-09-29,Saturday,morning,weekend,39.44,Hot (>23C)
Running,2018-09-28 22:49:23,Washington Running,3.25,273.0,00:17:52,146,164,3.0,164.0,179.0,8:50,7:25,1.11,17:52,20.999999999999996,3,3.0,9,2018,39,4,3,22:49:23,2018-09-28,Friday,night,week_day,84.0,Normal (14-23C)
Cycling,2018-09-25 08:50:43,Washington Cycling,1.05,46.0,00:06:52.9,95,128,0.3,,,5.6,15.2,0.0,6:52.9,24.0,1,1.0,9,2018,39,1,3,08:50:43,2018-09-25,Tuesday,morning,week_day,43.81,Hot (>23C)
Running,2018-09-24 18:54:57,Washington Running,3.28,271.0,00:17:14,150,168,3.1,164.0,181.0,8:26,6:23,1.17,17:14,20.0,3,3.0,9,2018,39,0,3,18:54:57,2018-09-24,Monday,night,week_day,82.62,Normal (14-23C)
Treadmill Running,2018-09-23 21:19:56,Treadmill Running,4.23,345.0,00:22:44,144,159,3.1,157.0,171.0,8:39,7:07,1.19,22:44,25.0,3,3.0,9,2018,38,6,3,21:19:56,2018-09-23,Sunday,night,weekend,81.56,Hot (>23C)
Running,2018-09-22 19:48:38,Washington Running,3.3,286.0,00:17:45,153,176,3.2,162.0,175.0,8:40,6:52,1.15,17:45,21.999999999999996,3,3.0,9,2018,38,5,3,19:48:38,2018-09-22,Saturday,night,weekend,86.67,Normal (14-23C)
Running,2018-09-21 22:22:11,Washington Running,3.38,294.0,00:21:53,135,146,2.5,156.0,174.0,10:26,8:20,0.99,21:53,25.999999999999996,3,3.0,9,2018,38,4,3,22:22:11,2018-09-21,Friday,night,week_day,86.98,Hot (>23C)
Cycling,2018-09-21 08:37:56,Washington Cycling,0.27,9.0,00:01:33.1,92,100,0.0,,,6.4,10.7,0.0,1:33.1,25.0,1,1.0,9,2018,38,4,3,08:37:56,2018-09-21,Friday,morning,week_day,33.33,Hot (>23C)
Running,2018-09-18 20:57:50,Washington Running,3.15,293.0,00:20:32,140,160,2.7,156.0,172.0,10:27,8:27,0.99,20:32,25.999999999999996,2,2.0,9,2018,38,1,3,20:57:50,2018-09-18,Tuesday,night,week_day,93.02,Hot (>23C)
Treadmill Running,2018-09-16 18:40:49,Treadmill Running,1.61,143.0,00:08:33.6,155,163,2.4,163.0,171.0,8:34,7:41,1.15,8:33.6,24.0,1,1.0,9,2018,37,6,3,18:40:49,2018-09-16,Sunday,night,weekend,88.82,Hot (>23C)
Cycling,2018-09-16 17:34:09,Washington Cycling,1.75,45.0,00:06:54.2,93,113,0.1,,,9.5,20.5,0.0,6:54.2,28.000000000000004,1,1.0,9,2018,37,6,3,17:34:09,2018-09-16,Sunday,afternoon,weekend,25.71,Hot (>23C)
Treadmill Running,2018-09-15 23:43:20,Treadmill Running,1.63,124.0,00:08:25.6,139,159,2.1,161.0,171.0,8:21,6:46,1.2,8:25.6,24.0,2,2.0,9,2018,37,5,3,23:43:20,2018-09-15,Saturday,night,weekend,76.07,Hot (>23C)
Treadmill Running,2018-09-14 22:56:00,Treadmill Running,1.66,191.0,00:17:43,123,151,2.2,81.0,171.0,17:12,6:48,0.81,17:43,25.0,2,2.0,9,2018,37,4,3,22:56:00,2018-09-14,Friday,night,week_day,115.06,Hot (>23C)
Treadmill Running,2018-09-09 20:51:47,Treadmill Running,1.69,133.0,00:08:21.8,148,160,2.2,165.0,173.0,8:00,7:27,1.22,8:21.8,25.0,2,2.0,9,2018,36,6,3,20:51:47,2018-09-09,Sunday,night,weekend,78.7,Hot (>23C)
Treadmill Running,2018-09-09 20:00:28,Treadmill Running,1.64,123.0,00:08:26.9,137,159,2.0,162.0,223.0,8:17,7:04,1.28,8:26.9,25.999999999999996,2,2.0,9,2018,36,6,3,20:00:28,2018-09-09,Sunday,night,weekend,75.0,Hot (>23C)
Running,2018-08-29 14:55:49,Kansas City Running,6.92,536.0,00:34:50,146,164,3.3,165.0,179.0,8:06,6:55,1.2,34:50,25.999999999999996,5,5.0,8,2018,35,2,3,14:55:49,2018-08-29,Wednesday,afternoon,week_day,77.46,Hot (>23C)
Running,2018-08-28 15:24:46,Kansas City Running,6.86,608.0,00:36:41,156,183,4.0,163.0,184.0,8:37,6:30,1.14,36:41,28.000000000000004,5,5.0,8,2018,35,1,3,15:24:46,2018-08-28,Tuesday,afternoon,week_day,88.63,Hot (>23C)
Running,2018-08-27 12:35:55,Kansas City Running,6.84,571.0,00:36:24,150,169,3.5,164.0,176.0,8:34,7:05,1.15,36:24,30.0,5,5.0,8,2018,35,0,3,12:35:55,2018-08-27,Monday,afternoon,week_day,83.48,Hot (>23C)
Running,2018-08-23 21:27:43,Kansas City Running,7.08,675.0,00:40:02,158,182,4.2,161.0,177.0,9:06,7:06,1.1,40:02,21.999999999999996,5,5.0,8,2018,34,3,3,21:27:43,2018-08-23,Thursday,night,week_day,95.34,Normal (14-23C)
Running,2018-08-21 14:23:35,Kansas City Running,6.84,567.0,00:35:59,147,159,3.4,164.0,172.0,8:28,7:36,1.16,35:59,29.0,5,5.0,8,2018,34,1,3,14:23:35,2018-08-21,Tuesday,afternoon,week_day,82.89,Hot (>23C)
Running,2018-08-20 17:22:30,Kansas City Running,4.84,435.0,00:27:04,151,171,3.3,163.0,176.0,8:59,6:17,1.1,27:04,21.999999999999996,4,4.0,8,2018,34,0,3,17:22:30,2018-08-20,Monday,afternoon,week_day,89.88,Normal (14-23C)
Running,2018-08-19 14:52:52,Kansas City Running,4.83,373.0,00:26:00,138,155,2.8,161.0,173.0,8:39,7:16,1.15,26:00,25.0,4,4.0,8,2018,33,6,3,14:52:52,2018-08-19,Sunday,afternoon,weekend,77.23,Hot (>23C)
Running,2018-08-18 13:45:35,Kansas City Running,6.92,614.0,00:37:13,154,176,3.9,163.0,172.0,8:39,7:35,1.14,37:13,30.0,5,5.0,8,2018,33,5,3,13:45:35,2018-08-18,Saturday,afternoon,weekend,88.73,Hot (>23C)
Running,2018-08-16 14:28:27,Kansas City Running,4.83,361.0,00:22:25,150,180,3.3,169.0,229.0,7:28,6:12,1.27,22:25,29.0,4,4.0,8,2018,33,3,3,14:28:27,2018-08-16,Thursday,afternoon,week_day,74.74,Hot (>23C)
Running,2018-08-14 12:57:26,Kansas City Running,2.8,240.0,00:16:47,136,148,2.4,159.0,169.0,9:38,1:30,1.05,16:47,29.0,2,2.0,8,2018,33,1,3,12:57:26,2018-08-14,Tuesday,afternoon,week_day,85.71,Hot (>23C)
Running,2018-08-11 14:10:51,Kansas City Running,4.84,401.0,00:26:11,144,163,3.1,160.0,176.0,8:43,7:23,1.15,26:11,29.0,4,4.0,8,2018,32,5,3,14:10:51,2018-08-11,Saturday,afternoon,weekend,82.85,Hot (>23C)
Running,2018-08-10 11:57:52,Kansas City Running,4.84,419.0,00:26:14,150,171,3.3,162.0,176.0,8:44,7:22,1.14,26:14,30.999999999999996,4,4.0,8,2018,32,4,3,11:57:52,2018-08-10,Friday,morning,week_day,86.57,Hot (>23C)
Running,2018-08-08 16:27:20,Kansas City Running,7.08,596.0,00:37:37,148,172,3.6,162.0,176.0,8:33,7:09,1.16,37:37,29.0,5,5.0,8,2018,32,2,3,16:27:20,2018-08-08,Wednesday,afternoon,week_day,84.18,Hot (>23C)
Running,2018-08-04 12:11:17,Kansas City Running,5.94,512.0,00:32:10,151,171,3.3,160.0,182.0,8:43,6:43,1.15,32:10,30.999999999999996,4,4.0,8,2018,31,5,3,12:11:17,2018-08-04,Saturday,afternoon,weekend,86.2,Hot (>23C)
Running,2018-08-03 16:22:50,Kansas City Running,4.83,395.0,00:24:33,152,174,3.4,164.0,174.0,8:10,6:36,1.2,24:33,29.0,4,4.0,8,2018,31,4,3,16:22:50,2018-08-03,Friday,afternoon,week_day,81.78,Hot (>23C)
Running,2018-08-02 15:23:28,Kansas City Running,6.94,594.0,00:36:29,152,174,3.9,163.0,174.0,8:28,7:28,1.17,36:29,30.999999999999996,5,5.0,8,2018,31,3,3,15:23:28,2018-08-02,Thursday,afternoon,week_day,85.59,Hot (>23C)
Running,2018-07-30 19:34:30,Kansas City Running,4.83,375.0,00:24:18,146,165,3.2,162.0,175.0,8:06,6:56,1.23,24:18,25.0,4,4.0,7,2018,31,0,3,19:34:30,2018-07-30,Monday,night,week_day,77.64,Hot (>23C)
Running,2018-07-28 12:38:37,Kansas City Running,6.94,572.0,00:35:40,153,178,3.8,165.0,180.0,8:17,6:50,1.18,35:40,28.000000000000004,5,5.0,7,2018,30,5,3,12:38:37,2018-07-28,Saturday,afternoon,weekend,82.42,Hot (>23C)
Running,2018-07-25 13:35:47,Kansas City Running,4.84,389.0,00:24:15,152,176,3.5,164.0,178.0,8:04,6:42,1.21,24:15,26.999999999999996,4,4.0,7,2018,30,2,3,13:35:47,2018-07-25,Wednesday,afternoon,week_day,80.37,Hot (>23C)
Running,2018-07-23 11:53:09,Kansas City Running,6.21,493.0,00:40:52,127,141,2.1,154.0,226.0,10:36,8:32,0.99,40:52,28.000000000000004,4,4.0,7,2018,30,0,3,11:53:09,2018-07-23,Monday,morning,week_day,79.39,Hot (>23C)
Running,2018-07-21 14:36:03,Kansas City Running,1.92,149.0,00:10:03,142,161,2.3,152.0,174.0,8:25,6:59,1.25,10:03,26.999999999999996,2,2.0,7,2018,29,5,3,14:36:03,2018-07-21,Saturday,afternoon,weekend,77.6,Hot (>23C)
Running,2018-07-18 13:16:20,Kansas City Running,0.89,69.0,00:04:18.6,155,172,1.8,159.0,189.0,7:49,6:03,1.3,4:18.6,29.0,1,1.0,7,2018,29,2,3,13:16:20,2018-07-18,Wednesday,afternoon,week_day,77.53,Hot (>23C)
Running,2018-07-18 12:46:28,Kansas City Running,4.81,411.0,00:25:39,152,182,3.4,160.0,184.0,8:35,6:28,1.17,25:39,29.0,3,3.0,7,2018,29,2,3,12:46:28,2018-07-18,Wednesday,afternoon,week_day,85.45,Hot (>23C)
Running,2018-07-17 12:33:25,Kansas City Running,3.06,253.0,00:16:39,146,165,2.8,159.0,183.0,8:46,6:54,1.15,16:39,28.000000000000004,2,2.0,7,2018,29,1,3,12:33:25,2018-07-17,Tuesday,afternoon,week_day,82.68,Hot (>23C)
Running,2018-07-16 18:17:10,Kansas City Running,4.84,397.0,00:24:43,153,177,3.5,163.0,176.0,8:14,7:11,1.2,24:43,30.0,4,4.0,7,2018,29,0,3,18:17:10,2018-07-16,Monday,night,week_day,82.02,Hot (>23C)
Cycling,2018-07-14 22:44:31,Kansas City Cycling,2.93,139.0,00:15:55,108,132,0.8,,,6.9,19.3,0.0,15:55,28.000000000000004,1,1.0,7,2018,28,5,3,22:44:31,2018-07-14,Saturday,night,weekend,47.44,Hot (>23C)
